degree_id,roi_score,estimated_payback_months,demand_score,future_outlook_score,ai_disruption_risk,methodology_version,rationale,source_names,assessed_at,updated_at
b4053c5e-47cc-4ea9-a06e-4f9eb0a0100e,73,53,88,58,45,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
bdaae70e-77f7-4a40-a7d0-a8462297d5e0,75,22,73,91,37,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
4f1a6914-534f-4c16-95d9-a66f1387c3f8,87,56,68,83,51,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
c4d7a70d-4ee5-40a3-bbf7-5bf746b2c0ed,60,25,93,95,76,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
611818be-6445-4df6-ae5e-7c8e87721e70,75,28,82,76,58,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
2d09e2ce-f747-418d-b4bc-283e6686d1d8,80,46,57,82,65,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
2426c529-9506-415f-9a24-b67382d5d034,55,21,87,54,21,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
6c40af17-a87f-407b-913d-8336672c3b67,66,52,82,70,64,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
5c528324-e396-4d31-9e51-4ee991732701,80,48,90,78,22,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
3c99afb1-c646-42ab-a830-8ee2485064a9,91,64,85,93,18,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
6e72ce98-fac6-4535-a19c-0f1f48fc9edf,89,70,85,56,85,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
73a0ce16-c888-4432-b869-ded944286c1a,92,70,70,68,51,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
5b052f52-60a0-47aa-a3e4-0899c296490d,83,30,92,89,74,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
9890b6b5-8963-4c9f-bea4-c3c7b9e85298,87,50,86,61,48,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
11737f44-1211-4ad7-a779-594f75324120,71,44,73,88,82,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
439fc033-41a1-467f-a22b-fe787666c6c0,56,19,89,84,85,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
5fb8b7a4-4da2-4107-8dd5-06c5e8569d7a,72,37,64,69,81,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
46bbc5be-c817-45e3-9e0c-d9d0952587a5,59,47,71,91,37,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
7397584f-0cdd-4663-9a58-3ed620751b03,66,49,59,59,83,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
0d5293b7-4915-43cd-b0bc-8a3c871615ba,89,30,77,60,67,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
0e150e2a-5d22-4592-a366-2c62832ab2cd,59,69,61,86,42,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
092115e0-8d9e-463d-b589-2ae08b1e5965,84,26,74,94,24,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
f864044c-d6c1-4945-870f-935205b7e975,61,28,91,86,78,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
1a82908f-172b-4b93-acd5-c614eb93445d,50,27,66,60,54,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
40ad9112-98e6-47b4-82e3-d25453d707b6,82,37,78,75,62,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
a4b202c8-be39-44d0-90fb-70767c3aad82,50,60,62,63,25,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
f09d8e80-0ee5-441f-8b50-f7acb8f8e274,59,51,53,70,55,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
7e05f6d7-891f-4014-a787-2a571d55bc17,55,62,89,83,73,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
822243c6-6771-4bca-9251-824037b70d06,62,32,91,79,46,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
01286e95-6ebb-46b5-9660-77a452b608ab,91,51,61,59,69,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
9a2417c9-85a9-4b08-8b52-75c4648547b9,60,49,75,73,52,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
d1398fc5-6595-48ee-8c16-b387523ab306,61,52,74,59,75,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
7d50634a-951d-4740-9810-f370d03e24bf,75,44,81,57,60,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
b0287b78-67b5-4323-b669-d6dd93bbe9d2,92,20,80,62,59,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
97447cc5-a43b-4997-a071-4027446f790d,64,21,74,56,26,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
224c9579-ed32-45e2-922d-1661baaecfcd,80,72,94,82,54,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
5c7be57a-9fa6-4d02-8957-839537d719f3,65,69,85,68,45,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
d0a8c6a6-e76a-44cd-8a73-d93bb8b71efb,71,46,58,83,53,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
866c6509-93db-4e19-a66a-af72b44db1a8,53,27,94,83,74,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
cabd1215-12ff-4713-b613-a9369b34c334,61,47,84,77,18,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
9ab54326-8cd4-4943-b63d-305998bd47fa,64,56,94,52,82,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
6abe2215-6d71-45e7-bfa4-9630ced866de,84,58,80,92,59,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
c4d3d761-7ec7-4a01-bcad-1eb00eeceae4,57,60,79,72,65,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
67be675d-5acc-466a-aaf1-0141514c9d10,91,39,87,81,66,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
b11d6a93-638b-4b70-aa46-f746772096d9,88,71,69,68,34,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
3079bf31-6e2f-4fe1-a73d-589dfd271add,76,43,89,60,36,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
d67e63d3-df4f-45c2-b620-1433e1466a67,52,71,72,92,39,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
a38d2b7f-001b-45bc-865a-f6c3cbc4d351,58,27,54,81,40,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
41828b39-b17f-4ce6-93c9-71150b30fbc6,56,49,66,80,83,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
b728d0fe-5664-4105-8123-04b7f84f33a5,83,62,50,73,32,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
26657b33-1242-4b55-b3a6-6e6c2087da8d,79,31,50,68,66,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
00e272f5-b402-46ec-94e4-f1ff0095c189,86,34,51,79,20,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
1acec285-e315-48e8-b140-000e807ae7ea,51,35,81,55,22,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
f29781ee-b862-4f94-8bf3-969dec928b8b,61,66,84,82,64,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
61276c70-0d80-4c9e-9e01-d838927ca7a1,62,20,86,95,37,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
86a77a73-38ed-4ab4-bd51-9b0fd8ad82df,79,24,71,52,39,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
54cb0ac8-3d14-43e5-8580-2a53911ca8a0,60,61,90,74,57,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
302a0d97-9589-4616-8b04-1c98d1037af0,77,63,68,88,31,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
db18e682-da77-468c-b06f-dc5a07194bfd,84,64,54,81,21,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
5d4ff6cb-db8d-4ab5-a4c1-afb5d647930b,85,62,55,63,72,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
01d27478-2c3a-41b7-bdfc-19973501cc01,48,67,59,74,58,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
032ac61e-97ff-4cd3-998e-19c14a3617df,62,35,74,64,47,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
a14b4e9d-83dc-44f6-9172-4d2e5c1f8aa8,76,57,77,56,49,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
f17bacf6-e335-4eec-8bd3-91d883093289,48,46,59,76,50,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
70507509-6704-4406-a596-51efc47dede4,69,50,92,53,69,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
e8eb7fdf-bb99-4ddf-bc69-88916382541e,50,66,55,84,23,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
87d1ce56-2b7d-4802-a935-1632f18234e5,71,40,87,94,69,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
a2de68bb-94a0-49b3-86c3-8311d26f969d,71,37,77,56,64,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
d8a81095-63f0-442b-aab1-88a25d4bfc69,69,38,64,86,46,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
