id,career_id,responsibility,display_order
8ec0e29f-5b67-4298-ad61-3f886818afc4,f969e97b-7fca-4795-bfca-811f8ab37ebf,Uses art for therapy.,1
a08ea14b-89fa-495a-b5ae-9f1413352ba0,4adb4ab6-3271-42f7-a642-9d6b35277520,Studies life in the universe.,1
cb15f831-bfd2-493c-af1c-70dd6d6bd16a,ad76688d-5008-4ca7-8b7b-fc983d5b2e11,Provides astrological readings.,1
c364fe75-5714-447a-9877-391cec108a32,72f87167-8e38-4e90-a573-26abc1e95b23,Studies celestial objects and the universe.,1
31a1e704-9531-4b07-8e3c-5c3306687c65,33186e81-1fd0-4845-9c59-691e91599729,Teaches astronomy publicly.,1
3fe8804b-321e-43f5-869e-66ea79453f04,b311dfb2-53e6-410b-9593-1269e6ff4d12,Researches astronomical phenomena.,1
52eb9371-0b1e-4c2c-a429-c39aa07ac07c,fb15517a-5511-4584-9b10-0afd85fcbb66,Works at auction houses on valuations.,1
866c647c-879c-4c47-9aa1-5c405bbf3718,40a87a7f-5023-4bcb-b1bd-1df34bb7ee60,Conducts auctions of goods.,1
4e6ab083-6b78-46e8-842a-c99d63db695b,f4c6a120-f075-47a4-a56a-293a2c748485,Diagnoses and treats hearing disorders.,1
017c6a2e-4f51-4bdd-8763-92ce4adfb903,5e3086a7-e0ac-497b-9444-320887750f28,Examines financial records for accuracy.,1
ec7ea684-a917-42a5-9078-d289bbee5087,3e105fa9-5b66-4f0b-90b0-1b8f3e000242,Repairs vehicle bodies after damage.,1
13618c74-82ec-464e-823f-7cc935876e65,70aded81-45d2-4e4e-a0cb-3d70646fd245,Designs vehicles and automotive systems.,1
f45db65c-3765-4d93-bd24-7dfbdbe9cbe3,289fe8bc-419f-43fa-91ae-16d00cc1ebd6,Builds self-driving car systems.,1
c3478f90-af6d-4778-abb9-30f37a8fea9a,ea37ea6c-da7b-44d9-bc63-9f9be5ad57c4,Maintains aircraft electronics.,1
7f10d429-b385-4ea4-addc-fac4e537f148,47d6e011-6a62-4f92-9ed4-fa7ce06677eb,Practices traditional Ayurvedic medicine.,1
a0f49885-f611-4bcf-b623-6fe10587dd7c,f7d29743-218e-4e23-a185-804b35693a22,"Designs APIs, databases and server-side logic for applications.",1
6757233c-a6d9-4864-bc5a-fca38dfbd978,93970b84-0fd3-4384-ba23-63d028d2d5d3,"Prepares breads, pastries and baked goods.",1
63130c1c-4a46-4b41-8666-b433e01a2c11,ab512c82-fd6f-478f-86bd-4eb043f00b14,Runs a bank branch.,1
4f3765f3-bcbd-4bca-8bf7-f1074802f82e,0a90493a-a261-490c-b1ec-65262644a32f,Prepares and serves coffee drinks.,1
ba760d12-2475-421a-a645-14a37358e08f,2b368684-be3e-4290-906b-6298458ad159,Mixes and serves drinks.,1
11937e1f-7a31-4dd1-a7d2-7634b3fa9d08,b9bde5fb-c7c4-46ab-b132-053abd653134,Manages bee colonies for honey and pollination.,1
30034158-9e5a-448d-b244-bfde9f7dfc86,a8447e47-3087-4fde-9e41-85ab6f9c514d,Expert in non-wine beverages.,1
d0e4fb13-c098-4610-afe9-f4c304322bd3,f554568c-0472-46ae-8bfb-fe389781fd1c,Builds large-scale data systems.,1
a5050b18-eefa-4876-ab4b-372225f49ddb,5b989f35-a9cc-4ae2-bebf-9f37e7d6d962,Manages building information models.,1
9291a5c0-3297-435e-a26a-75be4a2b6f23,a964d04c-9851-4252-94d1-e9cf4af6626d,Studies chemical processes in living organisms.,1
cb103a51-49d1-45f2-ab4b-ca46f0fe593d,cda2557e-2be5-4b55-9d20-c5dfd465b119,Analyzes biological data computationally.,1
ed618c49-ea48-4cf2-b6a5-86cd6ad3b541,cebea589-6fe0-4309-99c5-d5e50b43f9fa,Studies living organisms.,1
c441381c-2d4b-45c4-a6ea-519a3d249242,d8aefe92-bf59-4028-a1a8-437915b7d344,Designs medical devices and equipment.,1
ccf67fdb-f872-4196-b85c-d591a032ebcb,6d16bd5d-38b2-440d-809f-80e0f3f9f05b,Researches biotechnology applications.,1
590b470d-3d0d-4ff6-9111-9dd4b24d121c,482dece0-fd37-45bf-8208-2d50faa81fda,Supports women through childbirth.,1
c9292d46-5a0f-4923-8e85-6314a70eeb9c,4f3426ba-e546-4764-a085-fdc7cca19e70,Builds smart contracts and decentralized apps.,1
62d5b806-019e-447b-b3d6-af8d98e553ad,b1b0ba4c-a59a-45a0-832e-ea259a766d94,Reviews books for publications.,1
341dc2c5-dba1-4d32-bc5d-82c17f7ed031,eba946d8-9535-4297-a900-f69ec6bb4747,Sells books retail.,1
d6106a28-bd86-41f3-bfe7-de48d390b90d,8754afbb-f563-4868-bc36-fb53160c788c,Teaches in coding bootcamps.,1
e5b9fa4a-8b32-4495-9b83-e7855f443d5f,df1bbac4-7c93-4b5c-86e6-bd905b8fecf7,Studies plant biology.,1
b9b62cbb-5cb6-4ffa-b2e8-98662225cfa8,cebe38f4-fae0-4eea-a09c-8aa59c72f695,Researches BCI systems.,1
9a520004-012d-41c8-9862-11637f172aaf,0bc39c1a-6d45-47c4-a9c1-a5c9ce7c6cd8,Builds visual identity and brand systems.,1
1b7534a2-7be2-4203-9e71-a714bfbe5505,69017f1f-daee-4c49-8358-72afdb12c263,Owns brand strategy and positioning.,1
7ef68feb-9684-46d4-a241-80f933f6be21,52fd0354-829f-4e36-918e-faceeff77588,Designs bridges.,1
8557cd99-99cc-42d5-ac57-70e8d4578806,fa534295-2bcb-4d1a-ad08-9ae59965f054,Transports passengers on routes.,1
987bb680-35ee-4546-ace9-a303bc3fe1db,6c4ef3c5-9e34-4a47-9b50-f554f45a87b1,Analyzes business problems and proposes solutions.,1
e2dc84f3-17bb-420b-9e3d-4ec395ec0d47,d753cc59-2403-466e-8b3e-4dad868a7a28,Identifies and closes growth opportunities.,1
66fbb2ea-8f78-4e05-86b6-0265d2f48db8,5d0df09d-657f-4a64-abdf-a0200ebb4a95,Builds BI reports and insights.,1
012acd95-edad-4ceb-8fbd-80691b72415e,84e4dcdf-26ce-410b-adbd-d6c0597a53f0,Prepares and sells meat.,1
ee39343f-9018-4308-b848-fb28f8dd0a49,c4e31210-a274-4baf-a3e3-d2c76f427d67,Purchases inventory for retail.,1
7faf2aaf-b0b4-48ba-8b6e-b4499a671d03,1bceae38-4a77-4183-99b3-56746d7cb1a0,Owns and operates a coffee shop.,1
bb489936-c972-47ea-b6ac-5377fad7c072,cecf38f9-07c7-4132-91fb-b3b0b0125f09,Practices the art of decorative writing.,1
39ca668c-924d-47ba-b96a-e98e515d4b86,644a1459-f00f-47d7-8fe8-ffcb68ecb941,Researches cancer treatments.,1
0ea4666e-fa6d-418b-848a-08a0a73864be,24415957-2e5e-4779-a183-ff6a31c52a91,Measures and reports carbon emissions.,1
9ac882b2-8646-41ff-9198-87983aebc8fe,ffb2812d-4910-41b3-b1b6-9bab3856f90a,Specializes in heart conditions.,1
66eaf56a-cfee-4cd5-8cf3-7c9452f98ccd,3acf6b92-236a-4f01-a3ce-3e13e4445117,Guides clients on career decisions.,1
0738550f-4ef9-496a-8965-8dbc3126df15,d72a5cda-b4c8-4d6d-8b0a-b5804f9541ff,Counsels students on careers.,1
5dba5df8-660d-431b-971a-b4680b555e92,2cd225a2-6413-4558-a48f-53898de51e9b,Builds and repairs wooden structures.,1
14143704-33b9-4919-ab6b-f110261a4552,ec9294fd-2fce-4461-93f0-fae5cc39196a,Draws comics and cartoons.,1
a123ef6d-1394-411e-b214-9923391327c6,e122dd95-adae-464d-ac54-8aa18bec7e86,Deals cards in casinos.,1
05471d99-d94e-4c9a-889b-a7ff2e35e90c,ff158f99-1830-4c86-8cd7-24f8145e5bd8,Runs casino operations.,1
26c585fa-8337-405c-ad65-f33a569eacd9,6a0f97b3-1128-46c8-8137-643ed1071240,Casts actors for productions.,1
2fcdac80-c954-4180-b554-c52822bbcc6c,9c952ce4-e926-4ebe-90dd-69dde800bb12,Manages product categories in retail.,1
acc8a191-a123-45b3-a4cd-1e12795e01d6,e0de6ebf-ccb6-496f-afed-bb08d5fe4480,Raises cattle commercially.,1
0c18ea12-49a0-4a53-9f0f-438634ccda6e,2a1a1e8d-3dae-4c1e-8d51-51be2091ab68,Leads the overall company strategy and execution.,1
5027fd78-8735-4ad8-9ab3-f670b1979179,5069bc49-7aa5-490a-a2ba-63f13d06ce5f,Leads financial strategy and operations.,1
2ecb94fa-cdbe-4eee-9070-cb9bef462d4c,29e424d6-607c-4904-a9a8-f25b89eeafd5,Manages reseller and channel partners.,1
527c16f5-dd27-4bcc-ae73-3a0db9dc43f4,91f1139f-fbf4-481b-b816-10331c407ce6,"Audit, tax & advisory",1
82206d54-1cdb-4902-b496-7de4ec5c65a9,1aa96704-791b-44d8-8c0f-6caaf0ee7d84,Builds conversational bots.,1
49848a40-44f0-4c12-ae41-c7f06d3b4bdd,978b79c0-fb47-43e9-a0a7-978bdae446af,Sells and curates cheeses.,1
ce2af2ca-f91b-4662-a0e3-37ce82cd5e56,89ae19e3-786b-44ec-8170-04a61fe8660f,Leads kitchen operations and creates menus.,1
f3857a3c-488b-4130-8151-c72848b8b599,fc51ee7d-62b1-4a95-adaf-9e47e456950e,Designs processes for chemical production.,1
4ad1d541-5f60-4ce9-8abd-7ea6540567fd,7d728727-62df-47fb-9a97-daa5118aa62e,Studies chemical substances and reactions.,1
bdb489d0-ef10-48de-88b4-4af12107c939,3091b832-63d1-4016-b27e-c2bbdb532bec,Operates as right-hand to executive leadership.,1
09cfeebb-8cec-472c-b727-2f3268106996,ba8a79d1-1d37-41b5-a890-0ad318adebc8,Cares for young children.,1
a540150b-eccf-44f4-a1a6-683e96d6acdb,f824809f-6a0b-4547-b48c-8e0f65c723d6,Designs semiconductor chips.,1
e1687912-d345-45e6-a7c7-250934f54742,dc1995f8-19ea-446a-ae3c-db1289fbbb18,Treats musculoskeletal disorders.,1
7350bced-d3e9-4cb4-afb7-8ef804c4a502,410bd83d-885b-461a-9ae5-b78f3a816396,Crafts chocolate confections.,1
53cb5baa-0eef-4ab0-9a4e-9dcf3f55010c,1fa64d17-e3fe-4200-a959-7db1fbaa5683,Designs dance for performances.,1
ef79bb6e-5902-4a46-940f-7a77211bb0e9,676731ab-fdb5-4b25-81fa-311152e0af86,Operates cameras and lighting on film sets.,1
3037f8b2-95ae-424f-8f12-772ed395c15a,ed2814ba-2bd4-4b8d-ae9e-df10e13586cf,Advises on circular business models.,1
4f539acc-af8f-4a9b-8f41-21a7f6538fd5,bce28a9e-6d5a-44bf-a3c8-3e182abfef60,Builds civic technology.,1
8c91c57b-6a7d-4bcd-9017-0074b06dd616,e411b5c9-684b-4271-af72-cf0208d88bf5,Designs infrastructure like roads and buildings.,1
2bc01c75-81ec-4a3c-a978-8a9ad6512a1e,5c119e9a-18a0-4102-a7de-7da1c379a195,Handles non-criminal legal disputes.,1
81bb67d7-30ff-4ff9-8b9b-276497ffb08b,aac90233-b8f0-4670-88b4-742a0bb2afb6,Evaluates insurance claims.,1
eb4eaef6-a418-40eb-b919-caa1b8b6f84d,776687de-4fae-4293-9e12-d17dea2cbf21,Analyzes climate-related financial risk.,1
da9f9aa7-f265-4f89-b0bf-51271add7ddc,d2da2879-5d41-4188-80ed-b6e724e2ecf2,Researches climate change and impacts.,1
688867ef-bf67-42ef-93b0-9f960e4a46db,0f9ac911-8cd9-4929-8df7-00034ac00019,Provides medication therapy in clinical settings.,1
620ed156-0505-46cc-a198-a706323a4e39,28b7ce53-70e3-4922-982f-f536c21647e8,Diagnoses and treats mental health conditions.,1
d67b0ff5-f387-4f2b-8e7e-3ca3da3e06b6,fdd2b1a0-3140-4f3e-8114-e60807140b89,Manages clinical trials.,1
1021686e-d826-41eb-b56f-22373baa0cf7,7c686905-5b2d-4925-87bc-bf0658bdf63a,"Designs scalable, secure cloud infrastructure across AWS, Azure or GCP.",1
4927add7-8c9c-41a1-8214-8549753436d9,0fd9fe2c-88ce-45e2-9ffc-e93aa9d55388,Implements and manages cloud-native infrastructure.,1
4c608336-3889-4834-a710-199f33132728,87c1ea7f-cfb3-441a-831e-f3f98c8586c1,Secures cloud environments.,1
d1f23b44-ab6a-4e46-b6f2-c3fe85814fef,c0b8223a-9bb0-4e25-ba6a-ebcec31656c0,Leads marketing strategy across the company.,1
7e5dd49c-79ec-4115-aa33-998bd095d7ca,42263bc4-7269-46a8-ae30-b3456814408a,Repairs shoes and leather goods.,1
8940734d-552c-4dca-8cab-6333e7f81847,9cc6513b-6a05-4c35-a0da-a08a3dcccad8,Mentors aspiring developers.,1
60f72ff1-279b-4f94-90c4-b92bfde0a620,dd683cb0-f42b-44d4-8aa3-c64a38240985,Guides students on college admissions.,1
d4e9ce3a-7723-4cef-93d6-49b7d5362bf1,a58ffa3c-729d-4e5f-b147-51128b698ace,Teaches and researches at university level.,1
4154d176-ef54-4095-9c54-44511c6ffb6d,81ddc7c3-daf8-4b3f-b99c-a4717155b389,Recruits students for colleges.,1
24d17704-9f81-447c-93bd-56341f4a2c9d,f038a826-c692-40da-8bfa-70d1112ad4e3,Trades commodities like oil and gold.,1
fbf55c50-f0d0-4d24-8ad5-20b703c83db3,904d91a4-28fb-44ab-8727-b819df2a2edc,Crafts internal and external communications.,1
521f3a33-a7f1-4b1b-9d6a-645a2ac8338f,5e3f4cf2-4dec-4f21-8e44-74e241238ae1,Builds and engages user communities.,1
f1c8fc20-65f8-4abf-a687-07428717e4c0,7c96e1b2-848d-4dc1-90c7-34c766e757e1,Designs pay and rewards programs.,1
04571198-180d-4dde-a412-7383c7bfdf7d,67e71211-9fe0-48b1-8eea-93beadfb9bbf,Ensures financial compliance.,1
51121d3f-19d8-4b0b-aff6-8328e305b47b,990e9e41-8d67-4825-b437-dfcf827c620f,Ensures organizational adherence to regulations.,1
6c94be6d-b187-4f11-a564-491f22d060f2,604394d3-5ae4-4de4-b2ca-295555cae587,Builds systems that interpret images and video.,1
d4572725-de7b-47a0-a5ef-1bade4353973,dfcc1361-9f03-4901-ae16-41c59a3a5962,Assists hotel guests with recommendations and bookings.,1
a29ffeec-729e-4f88-a490-0d11054d72f4,c91f5b5e-1bde-411c-909b-c271adc21e0a,Protects natural resources.,1
241ff381-d21b-4760-94ef-80baab6dbdf2,ff70e6c3-0e46-4b81-b66a-e10c4753ef43,Oversees construction projects.,1
aa3fc9bc-165c-42e6-806e-cfb608d586b3,fcea9e87-48de-4365-9e7a-d43079486fab,Senior consultant leading client engagements.,1
ea8a79e7-1e10-4f5d-9584-29a58eae0339,f4436149-e6a8-4b28-bb54-4af93cd323f3,Creates content to attract and retain audiences.,1
7a6514ad-9da8-4e72-9a82-268679dd31d9,081527f7-7a36-4949-bc9c-436a3fe7c8be,Moderates user-generated content.,1
f98d3520-54c1-48b8-aaac-bbf262a16bbf,17d6d266-8a58-462e-bdd2-081c64c1167c,Creates written content for digital channels.,1
d694601f-73bc-43e8-9a8b-18b207a4be80,c14ae932-ba8a-422e-9c2b-a47787d963b7,Runs day-to-day company operations.,1
ca163325-ed59-4b9d-bcea-f40ec04e675c,6e0713e6-d53e-4757-8f60-0bdc302b3ee1,Writes marketing and advertising copy.,1
4dc9a3dd-2998-45e1-8718-53404cb2644d,98bcbb48-b5b9-49ce-adba-847879d1c102,Provides banking to corporations.,1
425f54c2-9cc0-4207-b66f-47a4f29e42e7,37f587ca-d79e-4cda-876d-dac8aacccd67,Supports M&A and capital decisions.,1
51c1e4bd-d3cb-47a9-b0a5-9147f10fd2ef,d792ea74-205a-4b60-bb4f-96f2efa0968d,Advises companies on legal matters.,1
fa543b47-6a22-45f7-9ac2-6054ff62e068,aa3ca44f-1989-429a-8362-07f9f65e2e26,Trains employees in companies.,1
a753b56c-2296-4e7f-82d2-aa1ce381e58a,90f80f49-40b0-403c-96e0-5603276a956d,Works in correctional facilities.,1
4a7a8ddd-7e58-4eb9-ae50-cd98c0e7fe0c,bdda6926-011b-4464-a507-9a1a03eea58b,Designs costumes for productions.,1
b67d170e-93dc-4f35-91aa-c75986918405,224f069d-dd4b-43f3-a61e-38290700f66e,Provides therapy for life challenges.,1
8dd39f3a-3554-4554-8930-eb7898dcbc7e,ed4fc491-ed9c-46cf-b1d1-716813f14869,Supports court operations.,1
860e1a33-2191-41f8-befd-1ba3bae1e958,bbe4af51-cfa8-4d0c-9d90-d99e47972ab4,Records court proceedings.,1
42bc8fc5-4394-412b-936b-4932839426cc,5d93865f-f5c0-4512-9428-7dd981958e1e,Operates cranes on construction sites.,1
bcd61d38-76c4-461f-9caf-3ff5627b4cd0,094b348d-fc6b-4c33-b945-96cf6a50da8a,Owns creative vision across an organization.,1
a1c4da35-c3e6-4881-bad8-c9f7cf1a9b6b,b558611c-c19a-46fc-a03f-7a8f002086a6,Evaluates creditworthiness of borrowers.,1
a76a040e-d157-4caf-a964-f141f0ce39a2,ed4774b1-33b2-4401-99d7-9146f1101e7e,Models credit risk.,1
a6dfd6cf-9449-4ef5-8565-f7d81411f464,55afe922-a6f3-47dc-a828-0a212609f3b9,Plays professional cricket.,1
bcb4d22f-6527-465a-85a3-67dd8e28ff00,1221e49b-5a03-4d07-8f58-bb68f4d927bf,Defends or prosecutes criminal cases.,1
38104dda-56e1-441d-b473-bc9f3f1e6103,6f8fa038-65cf-451c-8115-275c3e5b5546,Teaches driving skills.,1
8961413b-c03f-40f4-97a6-f034b339f65b,cf1af439-e0a4-4ddf-b26b-b0957a451bca,Manages customer relationship platforms.,1
48b4a8a1-2740-424c-85c9-577b30ffb4f8,7f8e07ed-f69c-4e7f-9588-048724033276,Manages onboard experience on cruise ships.,1
eaeec466-6620-40a9-b90d-5c3a0de1598e,58d5d060-7873-4dd9-9634-01fae26134c1,Ensures crypto regulatory compliance.,1
3e4e8346-c81b-4209-b045-20c4c7432cf2,196be798-d325-4a98-a6d0-7100fb08da1d,Builds blockchain protocols.,1
d852abb8-4eee-46a8-b611-6f25db614873,25f72b94-973b-41b1-a6b4-32d504cbfb15,Trades cryptocurrencies.,1
bb3a7354-5154-4aa0-bcfe-39ca594a050d,e30d2137-c14e-4867-b53a-0c317164fb59,Practices crystal-based healing.,1
8a3dcf4e-baea-4d60-aae0-03a35bd4aa3e,ec97c992-653d-44f1-b268-c8c417858569,Sets technology strategy at the executive level.,1
6152d12d-3724-4568-91d7-ab4b185a3e82,492329f5-9de7-4184-922f-f416dcf59a77,Develops lab-grown meat.,1
dea408eb-633e-4228-8e02-c36f32188f27,e22cab25-bd94-41d2-975c-f2132d8b964a,Designs educational curricula and materials.,1
38b0ccc8-737a-4fc4-9456-2705af7c8f7f,8b8280d4-9a01-492b-a164-9d3fe3154715,Analyzes customer behavior data.,1
ef3a360b-fa16-4a4e-b537-0587e79df456,c39ce6e8-6a3a-4510-a9b0-bbecb09e37dc,Ensures customers achieve value from products.,1
b420421a-f1ab-4ed0-806f-9d65e79ce43f,66b7080c-7ee3-494c-a87f-80a4faadeb3a,Resolves customer questions and issues.,1
e691619c-0336-468f-9b73-7c1d20c7cd2b,95a5067e-5b07-429d-a04b-4166c96744cc,Enforces customs and import laws.,1
ed3fdb24-5d38-49c0-913f-1cda114bc7e7,34d97c04-3dc8-46f4-a7ce-2cf58a165654,Investigates cyber crimes.,1
7ad2b4b1-9d03-4446-9f53-ffc477481f78,8b06f2c3-35ec-4e3a-99a4-ae3b37fdbd1d,Monitors and defends systems against cyber threats.,1
7d6a9db3-e5b0-44c5-a044-b7cef0944139,b08539dc-ee94-41e4-8f6f-316360eb2eb1,Analyzes cells for disease.,1
bfed6b38-fa8a-46fb-a3f6-6bc27474a37c,0bf57e74-012a-4709-864f-9e00ada401dc,Operates dairy farm.,1
3f978549-8891-415c-b131-2fe7efcb0b29,59f1ac35-ee64-48ee-9ef3-e3155268f2a6,Teaches dance to students.,1
652453a7-1521-485b-8174-88b6472eecdc,d5ffc256-bad4-4ddf-98c3-0ba17a4aeb15,Uses dance for therapy.,1
e242db59-d74b-4683-a36f-b368eb52dae3,730e1173-3432-492f-aaa3-3d6a14ccac8b,Analyzes data and builds dashboards.,1
8bd18b2a-c147-490c-8d82-a3067dbd43f0,ec8eca35-9446-4dd3-8075-daa1cadee4b1,Builds data pipelines and warehouses for analytics and ML.,1
8bdb95fc-54aa-4ecf-8713-c9d8b7eb5571,ce01bcb5-e2da-4c74-b787-b78af324bbb4,Enters and maintains data records.,1
10dbcb28-0fa5-4678-9ed9-d27bb3a380eb,aee5eb99-24b0-4332-9153-e15d4dc7b335,"Manages database performance, backup and security.",1
6732fe0f-7ded-46b7-8e34-4eed4fadfdd9,cc1392b2-5a3a-4bd7-aa6e-62354e50b6e5,Trades intraday financial markets.,1
875748f8-e7e4-406a-9e56-f922c53035d8,3512e7f3-d77b-4c2c-aa45-f3cc11ddea81,Leads student affairs at universities.,1
2a02091c-bcb7-4057-97af-9af724796717,0fa71f5f-f8ca-437d-8511-64334ad8bf99,Builds decentralized identity systems.,1
d0076391-7115-4d9f-9b6f-1f4eee4ef68c,277e41f0-a756-4136-9081-13be788b5eef,Analyzes decentralized finance protocols.,1
bf5b434b-b47f-4222-95ae-903f0c846cd2,1b1fc5ce-161f-4475-938c-de4a4ff682bf,Delivers food and packages.,1
2b853ffa-8d84-47f7-8f3e-6ed473c093c9,6ef24a28-7666-4fb5-a3c4-821a0c4711fa,Drives top-of-funnel marketing.,1
7d290f43-d6c8-419a-8674-a6963a18ec73,65b0229d-70fd-41ec-9a41-5941c7463a2d,Forecasts product demand.,1
